Week,Rank,Track,Artist,Streams,Track_uri
2021-08-20--2021-08-27,169,Don't Start Now,Dua Lipa,"1,557,208",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
2021-08-20--2021-08-27,170,Don't Stop Believin',Journey,"1,545,189",https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
2021-08-20--2021-08-27,171,Love Again,Dua Lipa,"1,543,089",https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
2021-08-20--2021-08-27,172,505,Arctic Monkeys,"1,533,954",https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
2021-08-20--2021-08-27,173,Tennessee Whiskey,Chris Stapleton,"1,533,922",https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
2021-08-20--2021-08-27,174,Fallen Fruit,Lorde,"1,524,776",https://open.spotify.com/track/1F4QwL9Rj3retjba8AmkfA
2021-08-20--2021-08-27,175,Wasted On You,Morgan Wallen,"1,524,042",https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
2021-08-20--2021-08-27,176,you broke me first,Tate McRae,"1,522,949",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
2021-08-20--2021-08-27,177,Ramen & OJ,"Joyner Lucas, Lil Baby","1,520,023",https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
2021-08-20--2021-08-27,178,hot girl bummer,blackbear,"1,511,240",https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
2021-08-20--2021-08-27,179,Like I Can,Sam Smith,"1,504,235",https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
2021-08-20--2021-08-27,180,Heartless,Kanye West,"1,503,005",https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
2021-08-20--2021-08-27,181,Cold Heart - PNAU Remix,"Elton John, Dua Lipa","1,502,682",https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
2021-08-20--2021-08-27,182,Ric Flair Drip (with Metro Boomin),Offset,"1,500,572",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
2021-08-20--2021-08-27,183,The Box,Roddy Ricch,"1,493,166",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2021-08-20--2021-08-27,184,Before You Go,Lewis Capaldi,"1,487,622",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
2021-08-20--2021-08-27,185,Life Is Good (feat. Drake),Future,"1,484,876",https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
2021-08-20--2021-08-27,186,Talking to the Moon,Bruno Mars,"1,483,215",https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
2021-08-20--2021-08-27,187,If I Didn't Love You,"Jason Aldean, Carrie Underwood","1,477,634",https://open.spotify.com/track/5f3MXmTmstozFg0BH1yPUk
2021-08-20--2021-08-27,188,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,"1,474,977",https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
2021-08-20--2021-08-27,189,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,"1,471,992",https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
2021-08-20--2021-08-27,190,MIDDLE CHILD,J. Cole,"1,469,004",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
2021-08-20--2021-08-27,191,papercuts,Machine Gun Kelly,"1,460,768",https://open.spotify.com/track/3nkW3TPQjBip1lER4h78NX
2021-08-20--2021-08-27,192,Bezos I,Bo Burnham,"1,454,581",https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
2021-08-20--2021-08-27,193,The Less I Know The Better,Tame Impala,"1,453,745",https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
2021-08-20--2021-08-27,194,Drip Too Hard (Lil Baby & Gunna),Lil Baby,"1,453,275",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
2021-08-20--2021-08-27,195,Beautiful Crazy,Luke Combs,"1,451,969",https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
2021-08-20--2021-08-27,196,NDA,Billie Eilish,"1,450,097",https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd
2021-08-20--2021-08-27,197,The Hills,The Weeknd,"1,446,058",https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
2021-08-20--2021-08-27,198,Godzilla (feat. Juice WRLD),Eminem,"1,445,715",https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
2021-08-20--2021-08-27,199,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole","1,442,195",https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
2021-08-20--2021-08-27,200,Dior,Pop Smoke,"1,441,461",https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
2021-08-13--2021-08-20,1,STAY (with Justin Bieber),The Kid LAROI,"14,386,603",https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
2021-08-13--2021-08-20,2,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,"11,672,268",https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
2021-08-13--2021-08-20,3,good 4 u,Olivia Rodrigo,"8,456,478",https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2021-08-13--2021-08-20,4,Need to Know,Doja Cat,"8,063,394",https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
2021-08-13--2021-08-20,5,Happier Than Ever,Billie Eilish,"8,042,237",https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
2021-08-13--2021-08-20,6,Rumors (feat. Cardi B),Lizzo,"7,138,921",https://open.spotify.com/track/6KgtcmCF9Ky68XC7ezxl3s
2021-08-13--2021-08-20,7,Kiss Me More (feat. SZA),Doja Cat,"6,727,102",https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
2021-08-13--2021-08-20,8,Bad Habits,Ed Sheeran,"5,603,635",https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
2021-08-13--2021-08-20,9,2055,Sleepy Hallow,"5,572,668",https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
2021-08-13--2021-08-20,10,MONTERO (Call Me By Your Name),Lil Nas X,"5,436,594",https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
2021-08-13--2021-08-20,11,Heat Waves,Glass Animals,"5,303,622",https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
2021-08-13--2021-08-20,12,Take My Breath,The Weeknd,"5,030,097",https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
2021-08-13--2021-08-20,13,Levitating (feat. DaBaby),Dua Lipa,"4,954,797",https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
2021-08-13--2021-08-20,14,Beggin',Måneskin,"4,942,019",https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
2021-08-13--2021-08-20,15,Ain't Shit,Doja Cat,"4,876,443",https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
2021-08-13--2021-08-20,16,traitor,Olivia Rodrigo,"4,780,310",https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
2021-08-13--2021-08-20,17,RAPSTAR,Polo G,"4,645,179",https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
2021-08-13--2021-08-20,18,deja vu,Olivia Rodrigo,"4,518,168",https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
2021-08-13--2021-08-20,19,Woman,Doja Cat,"3,984,955",https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
2021-08-13--2021-08-20,20,Pepas,Farruko,"3,780,673",https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
2021-08-13--2021-08-20,21,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,"3,726,876",https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
2021-08-13--2021-08-20,22,Fancy Like,Walker Hayes,"3,693,093",https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD
2021-08-13--2021-08-20,23,Thot Shit,Megan Thee Stallion,"3,666,173",https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
2021-08-13--2021-08-20,24,Motley Crew,Post Malone,"3,659,293",https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
2021-08-13--2021-08-20,25,Get Into It (Yuh),Doja Cat,"3,607,341",https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
2021-08-13--2021-08-20,26,Wants and Needs (feat. Lil Baby),Drake,"3,596,872",https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
2021-08-13--2021-08-20,27,Volví,"Aventura, Bad Bunny","3,519,664",https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
2021-08-13--2021-08-20,28,drivers license,Olivia Rodrigo,"3,258,360",https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
2021-08-13--2021-08-20,29,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic","3,180,701",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
2021-08-13--2021-08-20,30,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,"3,178,706",https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
2021-08-13--2021-08-20,31,Freaks,Surf Curse,"3,157,517",https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
2021-08-13--2021-08-20,32,favorite crime,Olivia Rodrigo,"3,024,436",https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
2021-08-13--2021-08-20,33,Todo De Ti,Rauw Alejandro,"3,004,454",https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
2021-08-13--2021-08-20,34,Yonaguni,Bad Bunny,"2,954,765",https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
2021-08-13--2021-08-20,35,"jealousy, jealousy",Olivia Rodrigo,"2,907,246",https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
2021-08-13--2021-08-20,36,You Right,"Doja Cat, The Weeknd","2,859,471",https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
2021-08-13--2021-08-20,37,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,"2,857,002",https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX
2021-08-13--2021-08-20,38,Dark Red,Steve Lacy,"2,850,646",https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
2021-08-13--2021-08-20,39,REPEAT IT (with Gunna),Lil Tecca,"2,831,043",https://open.spotify.com/track/21AJQhGZpujjZQXByZAXpr
2021-08-13--2021-08-20,40,Over The Top (feat. Drake),Smiley,"2,811,873",https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO
2021-08-13--2021-08-20,41,Paralyzed,Sueco,"2,801,861",https://open.spotify.com/track/5svL1PkWw8hPEAOdTNLexy
2021-08-13--2021-08-20,42,papercuts,Machine Gun Kelly,"2,795,875",https://open.spotify.com/track/3nkW3TPQjBip1lER4h78NX
2021-08-13--2021-08-20,43,Blinding Lights,The Weeknd,"2,794,446",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2021-08-13--2021-08-20,44,Miss The Rage (feat. Playboi Carti),Trippie Redd,"2,761,545",https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
2021-08-13--2021-08-20,45,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,"2,750,450",https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
2021-08-13--2021-08-20,46,happier,Olivia Rodrigo,"2,733,414",https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
2021-08-13--2021-08-20,47,brutal,Olivia Rodrigo,"2,717,907",https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
2021-08-13--2021-08-20,48,SUVs (Black on Black),"Jack Harlow, Pooh Shiesty","2,680,606",https://open.spotify.com/track/1MIGkQxcdAt2lDx6ySpsc5
2021-08-13--2021-08-20,49,Astronaut In The Ocean,Masked Wolf,"2,661,258",https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
2021-08-13--2021-08-20,50,Heartbreak Anniversary,Giveon,"2,652,260",https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
2021-08-13--2021-08-20,51,Pain,PinkPantheress,"2,648,282",https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO
2021-08-13--2021-08-20,52,Sweater Weather,The Neighbourhood,"2,627,226",https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
2021-08-13--2021-08-20,53,Tell Em,"Cochise, $NOT","2,594,412",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
2021-08-13--2021-08-20,54,Mind of Melvin (feat. Lil Uzi Vert),YNW Melly,"2,554,084",https://open.spotify.com/track/5xyLeb2q1lxDf7hXKYlC1H
2021-08-13--2021-08-20,55,my ex's best friend (with blackbear),Machine Gun Kelly,"2,493,302",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
2021-08-13--2021-08-20,56,A-O-K,Tai Verdes,"2,457,663",https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
2021-08-13--2021-08-20,57,Come & Go (with Marshmello),Juice WRLD,"2,444,653",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
2021-08-13--2021-08-20,58,I WANNA BE YOUR SLAVE,Måneskin,"2,422,583",https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
2021-08-13--2021-08-20,59,Ball If I Want To,DaBaby,"2,409,684",https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3
2021-08-13--2021-08-20,60,Butter,BTS,"2,388,952",https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
2021-08-13--2021-08-20,61,Loverboy,A-Wall,"2,358,964",https://open.spotify.com/track/3CboywxfJIgvHqi2FF4exb
2021-08-13--2021-08-20,62,Leave Before You Love Me (with Jonas Brothers),Marshmello,"2,339,326",https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
2021-08-13--2021-08-20,63,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,"2,312,234",https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV
2021-08-13--2021-08-20,64,Just for me,PinkPantheress,"2,290,665",https://open.spotify.com/track/6OTKVgVpVaVjhRLYizPJKA
2021-08-13--2021-08-20,65,No Role Modelz,J. Cole,"2,289,042",https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
2021-08-13--2021-08-20,66,Lil Bit,"Nelly, Florida Georgia Line","2,283,482",https://open.spotify.com/track/0NmuYnjETG3u3qx0OmEJev
2021-08-13--2021-08-20,67,telepatía,Kali Uchis,"2,281,565",https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
2021-08-13--2021-08-20,68,Circles,Post Malone,"2,253,303",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2021-08-13--2021-08-20,69,Mood (feat. iann dior),24kGoldn,"2,243,048",https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
2021-08-13--2021-08-20,70,Good Days,SZA,"2,229,616",https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
2021-08-13--2021-08-20,71,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee","2,214,835",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
2021-08-13--2021-08-20,72,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,"2,167,672",https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
2021-08-13--2021-08-20,73,Martin & Gina,Polo G,"2,167,657",https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
2021-08-13--2021-08-20,74,DÁKITI,"Bad Bunny, Jhay Cortez","2,165,331",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2021-08-13--2021-08-20,75,Watermelon Sugar,Harry Styles,"2,154,165",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
2021-08-13--2021-08-20,76,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic","2,125,224",https://open.spotify.com/track/2sXf2JdbB2GlNju00kw9WE
2021-08-13--2021-08-20,77,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator","2,101,507",https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC
2021-08-13--2021-08-20,78,Streets,Doja Cat,"2,081,866",https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
2021-08-13--2021-08-20,79,Glad You Exist,Dan + Shay,"2,061,097",https://open.spotify.com/track/3oV2RVOmwdWdf9BmGS4Oad
2021-08-13--2021-08-20,80,Best Friend (feat. Doja Cat),Saweetie,"2,040,558",https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
2021-08-13--2021-08-20,81,WITHOUT YOU,The Kid LAROI,"2,040,305",https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
2021-08-13--2021-08-20,82,Mr. Brightside,The Killers,"2,021,063",https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
2021-08-13--2021-08-20,83,Red Light Green Light,DaBaby,"2,001,630",https://open.spotify.com/track/1YDebgap5OFwXEBG18NJvy
2021-08-13--2021-08-20,84,m y . l i f e (with 21 Savage & Morray),J. Cole,"1,995,135",https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
2021-08-13--2021-08-20,85,Dreams - 2004 Remaster,Fleetwood Mac,"1,990,930",https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
2021-08-13--2021-08-20,86,All Girls Are The Same,Juice WRLD,"1,969,262",https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
2021-08-13--2021-08-20,87,NDA,Billie Eilish,"1,969,002",https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd
2021-08-13--2021-08-20,88,Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk","1,960,856",https://open.spotify.com/track/4lUmnwRybYH7mMzf16xB0y
2021-08-13--2021-08-20,89,Don't Go Yet,Camila Cabello,"1,956,238",https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
2021-08-13--2021-08-20,90,YKWIM?,Yot Club,"1,938,268",https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
2021-08-13--2021-08-20,91,The Spins,Mac Miller,"1,931,444",https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
2021-08-13--2021-08-20,92,Up,Cardi B,"1,923,160",https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
2021-08-13--2021-08-20,93,Wishing Well,Juice WRLD,"1,916,886",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
2021-08-13--2021-08-20,94,Lucid Dreams,Juice WRLD,"1,902,018",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
2021-08-13--2021-08-20,95,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"1,887,313",https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI
2021-08-13--2021-08-20,96,i hope ur miserable until ur dead,Nessa Barrett,"1,884,929",https://open.spotify.com/track/4ka1FkKAMde6dQAFFMXKac
2021-08-13--2021-08-20,97,late at night,Roddy Ricch,"1,884,535",https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
2021-08-13--2021-08-20,98,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"1,882,231",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
2021-08-13--2021-08-20,99,Calling My Phone,"Lil Tjay, 6LACK","1,873,482",https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
2021-08-13--2021-08-20,100,Forever After All,Luke Combs,"1,863,288",https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
2021-08-13--2021-08-20,101,AM Remix,"Nio Garcia, J Balvin, Bad Bunny","1,860,594",https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
2021-08-13--2021-08-20,102,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,"1,818,273",https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
2021-08-13--2021-08-20,103,20 Min,Lil Uzi Vert,"1,799,728",https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
2021-08-13--2021-08-20,104,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,"1,799,573",https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf
2021-08-13--2021-08-20,105,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,"1,791,895",https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
2021-08-13--2021-08-20,106,Permission to Dance,BTS,"1,788,622",https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
2021-08-13--2021-08-20,107,Laugh Now Cry Later (feat. Lil Durk),Drake,"1,787,843",https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
2021-08-13--2021-08-20,108,goosebumps,Travis Scott,"1,786,160",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
2021-08-13--2021-08-20,109,WAP (feat. Megan Thee Stallion),Cardi B,"1,783,478",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2021-08-13--2021-08-20,110,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,BIA,"1,781,370",https://open.spotify.com/track/67G6iaOw8DZqp1z8STR89R
2021-08-13--2021-08-20,111,Whiskey Glasses,Morgan Wallen,"1,753,023",https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
2021-08-13--2021-08-20,112,Electric Love,BØRNS,"1,751,967",https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
2021-08-13--2021-08-20,113,Save Your Tears,The Weeknd,"1,734,685",https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
2021-08-13--2021-08-20,114,Cigarette Daydreams,Cage The Elephant,"1,733,494",https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b
2021-08-13--2021-08-20,115,enough for you,Olivia Rodrigo,"1,730,588",https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
2021-08-13--2021-08-20,116,Daddy Issues,The Neighbourhood,"1,728,548",https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
2021-08-13--2021-08-20,117,ROCKSTAR (feat. Roddy Ricch),DaBaby,"1,721,715",https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2021-08-13--2021-08-20,118,Cold Heart - PNAU Remix,"Elton John, Dua Lipa","1,703,483",https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
2021-08-13--2021-08-20,119,Materialism as a Means to an End,$uicideboy$,"1,694,849",https://open.spotify.com/track/5xrH7dVah85mTEr4jgT1mu
2021-08-13--2021-08-20,120,Robbery,Juice WRLD,"1,683,098",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
2021-08-13--2021-08-20,121,Ramen & OJ,"Joyner Lucas, Lil Baby","1,676,573",https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
2021-08-13--2021-08-20,122,On Go (feat. Polo G),Sheff G,"1,669,960",https://open.spotify.com/track/3Ho13bRS28xEvGvgW4LOFM
2021-08-13--2021-08-20,123,positions,Ariana Grande,"1,668,864",https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
2021-08-13--2021-08-20,124,Everybody Talks,Neon Trees,"1,664,986",https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
2021-08-13--2021-08-20,125,Holy Smokes,"Trippie Redd, Lil Uzi Vert","1,660,289",https://open.spotify.com/track/3EpF150nXMSNjiH0bbmXIL
2021-08-13--2021-08-20,126,Wockesha,Moneybagg Yo,"1,658,529",https://open.spotify.com/track/0nqhKXDjsyBMvbeWmgijD0
2021-08-13--2021-08-20,127,She Knows (feat. Amber Coffman & Cults),J. Cole,"1,656,553",https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
2021-08-13--2021-08-20,128,NEVER LEFT,Lil Tecca,"1,646,660",https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
2021-08-13--2021-08-20,129,What You Know Bout Love,Pop Smoke,"1,646,547",https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
2021-08-13--2021-08-20,130,Space Song,Beach House,"1,645,470",https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
2021-08-13--2021-08-20,131,Collard Greens,"ScHoolboy Q, Kendrick Lamar","1,633,546",https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ
2021-08-13--2021-08-20,132,@ my worst,blackbear,"1,632,460",https://open.spotify.com/track/0mHGftgYtmpH4y17T3VZ2E
2021-08-13--2021-08-20,133,Tongue Tied,Grouplove,"1,631,807",https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
2021-08-13--2021-08-20,134,Someone You Loved,Lewis Capaldi,"1,630,934",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
2021-08-13--2021-08-20,135,Bezos I,Bo Burnham,"1,624,267",https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
2021-08-13--2021-08-20,136,Smells Like Teen Spirit,Nirvana,"1,620,440",https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
2021-08-13--2021-08-20,137,Work Out,J. Cole,"1,608,155",https://open.spotify.com/track/2wAJTrFhCnQyNSD3oUgTZO
2021-08-13--2021-08-20,138,Back In Blood (feat. Lil Durk),Pooh Shiesty,"1,607,668",https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
2021-08-13--2021-08-20,139,SLOW DANCING IN THE DARK,Joji,"1,604,013",https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
2021-08-13--2021-08-20,140,Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna","1,602,655",https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
2021-08-13--2021-08-20,141,Heather,Conan Gray,"1,598,502",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
2021-08-13--2021-08-20,142,What’s Next,Drake,"1,590,891",https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
2021-08-13--2021-08-20,143,Don't Start Now,Dua Lipa,"1,590,010",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
2021-08-13--2021-08-20,144,Outside (Better Days),"Blueface, Og Bobby Billions","1,586,175",https://open.spotify.com/track/26BMsCXJpD7eYtP7ufhApC
2021-08-13--2021-08-20,145,Don't Stop Believin',Journey,"1,582,190",https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
2021-08-13--2021-08-20,146,Blueberry Faygo,Lil Mosey,"1,578,098",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
2021-08-13--2021-08-20,147,Jocelyn Flores,XXXTENTACION,"1,575,891",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2021-08-13--2021-08-20,148,Tennessee Whiskey,Chris Stapleton,"1,572,679",https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
2021-08-13--2021-08-20,149,Love Again,Dua Lipa,"1,569,744",https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
2021-08-13--2021-08-20,150,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",$uicideboy$,"1,554,886",https://open.spotify.com/track/5ikjIVLHoBrgaZ0zNrn6Ty
2021-08-13--2021-08-20,151,Buy Dirt,"Jordan Davis, Luke Bryan","1,554,617",https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
