Week,Rank,Track,Artist,Streams,Track_uri
2021-11-26--2021-12-03,1,Easy On Me,Adele,"7,984,911",https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
2021-11-26--2021-12-03,2,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,"7,752,149",https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
2021-11-26--2021-12-03,3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,"6,842,709",https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
2021-11-26--2021-12-03,4,STAY (with Justin Bieber),The Kid LAROI,"6,153,223",https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
2021-11-26--2021-12-03,5,Heat Waves,Glass Animals,"6,060,077",https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
2021-11-26--2021-12-03,6,All I Want for Christmas Is You,Mariah Carey,"5,939,362",https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2021-11-26--2021-12-03,7,Rockin' Around The Christmas Tree,Brenda Lee,"5,930,242",https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
2021-11-26--2021-12-03,8,White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","5,731,465",https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
2021-11-26--2021-12-03,9,Jingle Bell Rock,Bobby Helms,"5,690,290",https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
2021-11-26--2021-12-03,10,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic","5,610,573",https://open.spotify.com/track/7sMBvZCSUl99bJLXZaLa0b
2021-11-26--2021-12-03,11,abcdefu,GAYLE,"5,550,508",https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
2021-11-26--2021-12-03,12,It's the Most Wonderful Time of the Year,Andy Williams,"5,070,980",https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
2021-11-26--2021-12-03,13,Knife Talk (with 21 Savage ft. Project Pat),Drake,"4,827,914",https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
2021-11-26--2021-12-03,14,Oh My God,Adele,"4,754,941",https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
2021-11-26--2021-12-03,15,Need to Know,Doja Cat,"4,432,113",https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
2021-11-26--2021-12-03,16,good 4 u,Olivia Rodrigo,"4,353,909",https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2021-11-26--2021-12-03,17,Way 2 Sexy (with Future & Young Thug),Drake,"4,211,114",https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
2021-11-26--2021-12-03,18,The Christmas Song (Merry Christmas To You),Nat King Cole,"4,183,387",https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
2021-11-26--2021-12-03,19,It's Beginning to Look a Lot like Christmas,Michael Bublé,"4,126,114",https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
2021-11-26--2021-12-03,20,family ties (with Kendrick Lamar),Baby Keem,"4,099,682",https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
2021-11-26--2021-12-03,21,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,"4,056,082",https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
2021-11-26--2021-12-03,22,Kiss Me More (feat. SZA),Doja Cat,"3,996,971",https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
2021-11-26--2021-12-03,23,Last Christmas,Wham!,"3,885,166",https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
2021-11-26--2021-12-03,24,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,"3,806,826",https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
2021-11-26--2021-12-03,25,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole","3,748,195",https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
2021-11-26--2021-12-03,26,Feliz Navidad,José Feliciano,"3,675,324",https://open.spotify.com/track/3qCeq0rWK67SoBDgFd2sId
2021-11-26--2021-12-03,27,Cold Heart - PNAU Remix,"Elton John, Dua Lipa","3,667,232",https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39
2021-11-26--2021-12-03,28,Shivers,Ed Sheeran,"3,640,246",https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
2021-11-26--2021-12-03,29,Sleigh Ride,The Ronettes,"3,574,051",https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr
2021-11-26--2021-12-03,30,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,"3,554,250",https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
2021-11-26--2021-12-03,31,One Right Now (with The Weeknd),Post Malone,"3,502,184",https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
2021-11-26--2021-12-03,32,Woman,Doja Cat,"3,486,644",https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
2021-11-26--2021-12-03,33,Dark Red,Steve Lacy,"3,346,918",https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
2021-11-26--2021-12-03,34,Santa Tell Me,Ariana Grande,"3,280,027",https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
2021-11-26--2021-12-03,35,A Holly Jolly Christmas - Single Version,Burl Ives,"3,254,452",https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
2021-11-26--2021-12-03,36,Already Dead,Juice WRLD,"3,211,477",https://open.spotify.com/track/7qM1BWAsZMTYh4BcYLb0uQ
2021-11-26--2021-12-03,37,Happier Than Ever,Billie Eilish,"3,189,745",https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
2021-11-26--2021-12-03,38,Can I Get It,Adele,"3,183,574",https://open.spotify.com/track/6w8ZPYdnGajyfPddTWdthN
2021-11-26--2021-12-03,39,My Little Love,Adele,"3,138,119",https://open.spotify.com/track/2DuPBbS5mIldXnh7Wum8Cy
2021-11-26--2021-12-03,40,MONTERO (Call Me By Your Name),Lil Nas X,"3,134,966",https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
2021-11-26--2021-12-03,41,Sky,Playboi Carti,"3,093,604",https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
2021-11-26--2021-12-03,42,traitor,Olivia Rodrigo,"3,089,540",https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
2021-11-26--2021-12-03,43,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters","3,059,036",https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
2021-11-26--2021-12-03,44,Bad Habits,Ed Sheeran,"3,056,025",https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
2021-11-26--2021-12-03,45,2055,Sleepy Hallow,"3,034,417",https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
2021-11-26--2021-12-03,46,Sweater Weather,The Neighbourhood,"3,005,928",https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
2021-11-26--2021-12-03,47,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"2,952,383",https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH
2021-11-26--2021-12-03,48,THATS WHAT I WANT,Lil Nas X,"2,892,609",https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
2021-11-26--2021-12-03,49,RAPSTAR,Polo G,"2,872,885",https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
2021-11-26--2021-12-03,50,Underneath the Tree,Kelly Clarkson,"2,846,967",https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
2021-11-26--2021-12-03,51,I Love You So,The Walters,"2,829,031",https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
2021-11-26--2021-12-03,52,Christmas (Baby Please Come Home),Darlene Love,"2,803,516",https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI
2021-11-26--2021-12-03,53,Mistletoe,Justin Bieber,"2,795,934",https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
2021-11-26--2021-12-03,54,I Drink Wine,Adele,"2,791,848",https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A
2021-11-26--2021-12-03,55,Bad Man (Smooth Criminal),Polo G,"2,732,720",https://open.spotify.com/track/6RfhBNU1FPWTG7VESlfgOl
2021-11-26--2021-12-03,56,Enchanted,Taylor Swift,"2,699,197",https://open.spotify.com/track/04S1pkp1VaIqjg8zZqknR5
2021-11-26--2021-12-03,57,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,"2,695,097",https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu
2021-11-26--2021-12-03,58,You Right,"Doja Cat, The Weeknd","2,685,691",https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
2021-11-26--2021-12-03,59,Praise God,Kanye West,"2,664,810",https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
2021-11-26--2021-12-03,60,Holly Jolly Christmas,Michael Bublé,"2,657,000",https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
2021-11-26--2021-12-03,61,Blue Christmas,Elvis Presley,"2,644,455",https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
2021-11-26--2021-12-03,62,Pepas,Farruko,"2,624,109",https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
2021-11-26--2021-12-03,63,Jugaste y Sufrí,"Eslabon Armado, DannyLux","2,615,068",https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
2021-11-26--2021-12-03,64,Levitating (feat. DaBaby),Dua Lipa,"2,586,845",https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
2021-11-26--2021-12-03,65,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic","2,577,061",https://open.spotify.com/track/1LPSkqVhWVRUkKE03YUkpB
2021-11-26--2021-12-03,66,drivers license,Olivia Rodrigo,"2,570,216",https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
2021-11-26--2021-12-03,67,Get Into It (Yuh),Doja Cat,"2,567,196",https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
2021-11-26--2021-12-03,68,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,"2,546,069",https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC
2021-11-26--2021-12-03,69,Run Rudolph Run - Single Version,Chuck Berry,"2,541,294",https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
2021-11-26--2021-12-03,70,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,"2,520,550",https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
2021-11-26--2021-12-03,71,Ghost,Justin Bieber,"2,515,029",https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
2021-11-26--2021-12-03,72,Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra","2,501,201",https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
2021-11-26--2021-12-03,73,No Role Modelz,J. Cole,"2,501,079",https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
2021-11-26--2021-12-03,74,Fair Trade (with Travis Scott),Drake,"2,477,289",https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
2021-11-26--2021-12-03,75,Santa Claus Is Coming To Town,The Jackson 5,"2,450,101",https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
2021-11-26--2021-12-03,76,By Your Side,Rod Wave,"2,434,839",https://open.spotify.com/track/2AaJeBEq3WLcfFW1y8svDf
2021-11-26--2021-12-03,77,Fancy Like,Walker Hayes,"2,415,537",https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
2021-11-26--2021-12-03,78,Notion,The Rare Occasions,"2,406,415",https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4
2021-11-26--2021-12-03,79,Beggin',Måneskin,"2,405,989",https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
2021-11-26--2021-12-03,80,deja vu,Olivia Rodrigo,"2,396,297",https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
2021-11-26--2021-12-03,81,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono","2,387,623",https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b
2021-11-26--2021-12-03,82,Toxic,BoyWithUke,"2,381,977",https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
2021-11-26--2021-12-03,83,Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams","2,381,447",https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
2021-11-26--2021-12-03,84,Do They Know It's Christmas? - 1984 Version,Band Aid,"2,374,360",https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
2021-11-26--2021-12-03,85,Wants and Needs (feat. Lil Baby),Drake,"2,353,758",https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
2021-11-26--2021-12-03,86,love nwantiti (ah ah ah),CKay,"2,340,219",https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
2021-11-26--2021-12-03,87,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,"2,304,578",https://open.spotify.com/track/01K4zKU104LyJ8gMb7227B
2021-11-26--2021-12-03,88,Do It To It,"ACRAZE, Cherish","2,303,647",https://open.spotify.com/track/20on25jryn53hWghthWWW3
2021-11-26--2021-12-03,89,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,"2,293,150",https://open.spotify.com/track/4CkgMiMqZ5JzW9iYXSTMTL
2021-11-26--2021-12-03,90,Freaks,Surf Curse,"2,260,116",https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
2021-11-26--2021-12-03,91,Blinding Lights,The Weeknd,"2,252,595",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2021-11-26--2021-12-03,92,Happy Holiday / The Holiday Season,Andy Williams,"2,234,141",https://open.spotify.com/track/1Wf14bTyb6UeKojy8ykPYm
2021-11-26--2021-12-03,93,20 Min,Lil Uzi Vert,"2,185,643",https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
2021-11-26--2021-12-03,94,Lucid Dreams,Juice WRLD,"2,169,265",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
2021-11-26--2021-12-03,95,Good Days,SZA,"2,160,967",https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
2021-11-26--2021-12-03,96,Tell Em,"Cochise, $NOT","2,148,064",https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
2021-11-26--2021-12-03,97,Mele Kalikimaka - Single Version,"Bing Crosby, The Andrews Sisters","2,116,357",https://open.spotify.com/track/1GQ3cCJMAhLqWARyVZWxnO
2021-11-26--2021-12-03,98,"Baby, It's Cold Outside",Dean Martin,"2,101,456",https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
2021-11-26--2021-12-03,99,To Be Loved,Adele,"2,071,382",https://open.spotify.com/track/10ImcQk9tihY1EKMDIbvXJ
2021-11-26--2021-12-03,100,Christmas (Baby Please Come Home),Mariah Carey,"2,068,052",https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
2021-11-26--2021-12-03,101,Cry Your Heart Out,Adele,"2,050,476",https://open.spotify.com/track/09u787BYeYIGd2mFIJ505t
2021-11-26--2021-12-03,102,Miss The Rage (feat. Playboi Carti),Trippie Redd,"2,042,071",https://open.spotify.com/track/5gZYpjakt37G3c58FKcQwJ
2021-11-26--2021-12-03,103,My Universe,"Coldplay, BTS","2,040,977",https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
2021-11-26--2021-12-03,104,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,"2,022,213",https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
2021-11-26--2021-12-03,105,Red (Taylor's Version),Taylor Swift,"2,020,094",https://open.spotify.com/track/4OAuvHryIVv4kMDNSLuPt6
2021-11-26--2021-12-03,106,All Too Well (Taylor's Version),Taylor Swift,"2,015,607",https://open.spotify.com/track/3nsfB1vus2qaloUdcBZvDu
2021-11-26--2021-12-03,107,No Love (with SZA),Summer Walker,"1,996,007",https://open.spotify.com/track/08SB2OtZkaliju77WYEKxk
2021-11-26--2021-12-03,108,Ain't Shit,Doja Cat,"1,994,466",https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
2021-11-26--2021-12-03,109,Moth To A Flame (with The Weeknd),Swedish House Mafia,"1,994,033",https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
2021-11-26--2021-12-03,110,Martin & Gina,Polo G,"1,992,903",https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
2021-11-26--2021-12-03,111,YKWIM?,Yot Club,"1,992,627",https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH
2021-11-26--2021-12-03,112,Joy To The World,Nat King Cole,"1,988,973",https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu
2021-11-26--2021-12-03,113,O Tannenbaum,Vince Guaraldi Trio,"1,988,109",https://open.spotify.com/track/34rzJNfTd5e9s3TICFMPD0
2021-11-26--2021-12-03,114,All Girls Are The Same,Juice WRLD,"1,981,746",https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
2021-11-26--2021-12-03,115,Life Goes On,Oliver Tree,"1,975,055",https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
2021-11-26--2021-12-03,116,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee","1,966,327",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
2021-11-26--2021-12-03,117,I AM WOMAN,Emmy Meli,"1,949,928",https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
2021-11-26--2021-12-03,118,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,"1,944,687",https://open.spotify.com/track/299lFlaAsNQdgbIZNPmIA0
2021-11-26--2021-12-03,119,ESCAPE PLAN,Travis Scott,"1,943,086",https://open.spotify.com/track/4R67rQNSbbsR4TdUVOIdez
2021-11-26--2021-12-03,120,(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,"1,926,669",https://open.spotify.com/track/0hvN2v6fAcB6xWyW7UaooA
2021-11-26--2021-12-03,121,Rudolph The Red-Nosed Reindeer,Burl Ives,"1,918,597",https://open.spotify.com/track/47otoIkhx3fkdivEXL5OB6
2021-11-26--2021-12-03,122,I Saw Mommy Kissing Santa Claus,The Jackson 5,"1,913,292",https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
2021-11-26--2021-12-03,123,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,"1,895,901",https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
2021-11-26--2021-12-03,124,Space Song,Beach House,"1,884,294",https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow
2021-11-26--2021-12-03,125,Girls Want Girls (with Lil Baby),Drake,"1,882,389",https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
2021-11-26--2021-12-03,126,Yonaguni,Bad Bunny,"1,870,980",https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
2021-11-26--2021-12-03,127,Strangers By Nature,Adele,"1,870,340",https://open.spotify.com/track/13CVSGLSFl4UxpDVR6u3dq
2021-11-26--2021-12-03,128,Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,"1,866,146",https://open.spotify.com/track/3T9BKc4kB7ukeNQrCqv6ZV
2021-11-26--2021-12-03,129,Jumpin (feat. Polo G),NLE Choppa,"1,866,010",https://open.spotify.com/track/1z7LV5wkExwW8YJk0IrPUA
2021-11-26--2021-12-03,130,505,Arctic Monkeys,"1,865,783",https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
2021-11-26--2021-12-03,131,Always Been You,Jessie Murph,"1,864,390",https://open.spotify.com/track/2zpZkOV7sD9C4Cv0cukoHV
2021-11-26--2021-12-03,132,Looking Out for You,Joy Again,"1,855,866",https://open.spotify.com/track/3jfZ9M23l0L7RxzYMTgBTv
2021-11-26--2021-12-03,133,Little Saint Nick - 1991 Remix,The Beach Boys,"1,855,424",https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
2021-11-26--2021-12-03,134,Heartbreak Anniversary,Giveon,"1,850,963",https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
2021-11-26--2021-12-03,135,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,"1,838,680",https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
2021-11-26--2021-12-03,136,Mr. Brightside,The Killers,"1,833,887",https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
2021-11-26--2021-12-03,137,MONEY,LISA,"1,831,297",https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
2021-11-26--2021-12-03,138,Está Dañada,Ivan Cornejo,"1,829,853",https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
2021-11-26--2021-12-03,139,All Night Parking (with Erroll Garner) Interlude,Adele,"1,829,823",https://open.spotify.com/track/496vIKS2INz840xZaKncvR
2021-11-26--2021-12-03,140,Bubbly (with Drake & Travis Scott),Young Thug,"1,821,623",https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui
2021-11-26--2021-12-03,141,Circles,Post Malone,"1,815,408",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2021-11-26--2021-12-03,142,Daddy Issues,The Neighbourhood,"1,809,282",https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
2021-11-26--2021-12-03,143,LOT OF ME,Lil Tecca,"1,804,468",https://open.spotify.com/track/2ZXxRC6V6AXzMdbLQZMHSB
2021-11-26--2021-12-03,144,favorite crime,Olivia Rodrigo,"1,804,205",https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
2021-11-26--2021-12-03,145,Streets,Doja Cat,"1,800,235",https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
2021-11-26--2021-12-03,146,Step Into Christmas,Elton John,"1,787,558",https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT
2021-11-26--2021-12-03,147,SLOW DANCING IN THE DARK,Joji,"1,783,863",https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
2021-11-26--2021-12-03,148,The Spins,Mac Miller,"1,781,196",https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
2021-11-26--2021-12-03,149,telepatía,Kali Uchis,"1,780,647",https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
2021-11-26--2021-12-03,150,my ex's best friend (with blackbear),Machine Gun Kelly,"1,774,871",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
2021-11-26--2021-12-03,151,Too Easy,"Gunna, Future","1,770,812",https://open.spotify.com/track/4eL3XeuGaEoVT8ttDh3hwY
2021-11-26--2021-12-03,152,DÁKITI,"Bad Bunny, Jhay Cortez","1,768,469",https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2021-11-26--2021-12-03,153,Save Your Tears,The Weeknd,"1,767,558",https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
2021-11-26--2021-12-03,154,Die For You,The Weeknd,"1,759,348",https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
2021-11-26--2021-12-03,155,Hurricane,Kanye West,"1,756,881",https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
2021-11-26--2021-12-03,156,XO Tour Llif3,Lil Uzi Vert,"1,755,428",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2021-11-26--2021-12-03,157,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,"1,753,448",https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
2021-11-26--2021-12-03,158,Wasted On You,Morgan Wallen,"1,752,541",https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
2021-11-26--2021-12-03,159,Super Gremlin,Kodak Black,"1,751,728",https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF
2021-11-26--2021-12-03,160,Snowman,Sia,"1,750,776",https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
2021-11-26--2021-12-03,161,See You Again (feat. Kali Uchis),"Tyler, The Creator","1,739,776",https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
2021-11-26--2021-12-03,162,Mistletoe And Holly - Remastered 1999,Frank Sinatra,"1,733,937",https://open.spotify.com/track/7faDzZnZYqTyYThx2sbHVQ
2021-11-26--2021-12-03,163,Come & Go (with Marshmello),Juice WRLD,"1,731,053",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
2021-11-26--2021-12-03,164,Heather,Conan Gray,"1,722,537",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
2021-11-26--2021-12-03,165,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,"1,720,921",https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo
2021-11-26--2021-12-03,166,Watermelon Sugar,Harry Styles,"1,719,579",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
2021-11-26--2021-12-03,167,Alien Blues,Vundabar,"1,719,358",https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3
2021-11-26--2021-12-03,168,Chandelier,Will Paquin,"1,707,168",https://open.spotify.com/track/3REELyDyt5SPKX2387Zubv
2021-11-26--2021-12-03,169,Jocelyn Flores,XXXTENTACION,"1,697,827",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2021-11-26--2021-12-03,170,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,"1,693,875",https://open.spotify.com/track/2Uiv8YvD3q63FGTUjkYvxT
2021-11-26--2021-12-03,171,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,"1,680,643",https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
2021-11-26--2021-12-03,172,Hold On,Adele,"1,676,096",https://open.spotify.com/track/6bGMSP3H9YqkmaLnaJTIoF
2021-11-26--2021-12-03,173,Woman Like Me,Adele,"1,670,789",https://open.spotify.com/track/2c6xRsQBv7pynuhYhWoHxo
2021-11-26--2021-12-03,174,Mood (feat. iann dior),24kGoldn,"1,643,373",https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
2021-11-26--2021-12-03,175,This Christmas,Donny Hathaway,"1,638,378",https://open.spotify.com/track/7MSYSOobsombc1mbDWFxtD
2021-11-26--2021-12-03,176,Wishing Well,Juice WRLD,"1,637,977",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
2021-11-26--2021-12-03,177,Robbery,Juice WRLD,"1,635,714",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
2021-11-26--2021-12-03,178,Please Come Home for Christmas - 2013 Remaster,Eagles,"1,632,735",https://open.spotify.com/track/3QIoEi8Enr9uHffwInGIsC
2021-11-26--2021-12-03,179,Happier Than Ever - Edit,Billie Eilish,"1,629,682",https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
2021-11-26--2021-12-03,180,feel like shit,Tate McRae,"1,628,444",https://open.spotify.com/track/2EBnvom1dTybtm75a3Xh1T
